startphrase,ending1,ending2,labels,qid
The television screen be a sun ,the tv screen be really bright ,the tv screen be really dim ,0,X1800
The television screen be a fail nightlight ,the tv screen be really bright ,the tv screen be really dim ,1,X1800
The leaf be a wooly mammoth ,the leaf be really big ,the leaf be really small ,0,X1801
The leaf be an ant ,the leaf be really big ,the leaf be really small ,1,X1801
The full moon be a white flashlight ,The full moon brighten the darkness of night ,The full moon brings about hidden terror ,0,X1802
The full moon be a beacon of terror ,The full moon brighten the darkness of night ,The full moon brings about hidden terror ,1,X1802
The tear that flow down her cheek be fire ,The tear be from sadness and born of rage ,The tear be from love and affection ; of value ,0,X1803
The tear that flow down her cheek be pearl ,The tear be from sadness and born of rage ,The tear be from love and affection ; of value ,1,X1803
The railroad track be a string stretch to the horizon ,The railroad track symbolize the path to one future into the unknown ,The expansion of industrialized society mean the death of the past and wilderness ,0,X1804
The railroad track be a rope end in a noose ,The railroad track symbolize the path to one future into the unknown ,The expansion of industrialized society mean the death of the past and wilderness ,1,X1804
The movie last as long as a reverend read the entire Bible ,The movie be long ,The movie be short ,0,X1805
The movie last as long as A speed reader glance through `` Red Fish Blue Fish '' ,The movie be long ,The movie be short ,1,X1805
The microwave work as well as a computer in a cold environment ,The microwave work very well ,The microwave do not work well ,0,X1806
The microwave work as well as a foot power vehicle ,The microwave work very well ,The microwave do not work well ,1,X1806
The speech have the power of a water gun ,The speech be lame ,The speech be inspirational ,0,X1807
The speech have the power of the sun ,The speech be lame ,The speech be inspirational ,1,X1807
I have the will of a sloth ,I be lazy ,I be strong ,0,X1808
I have the will of lion ,I be lazy ,I be strong ,1,X1808
The game be as fun as a grey park ,The game be bore ,The game be fun ,0,X1809
The game be as fun as run in the wild ,The game be bore ,The game be fun ,1,X1809
The young lady be as outgoing as a devout cloister nun . ,The young lady be not outgo . ,The young lady be very outgoing . ,0,X1810
The young lady be as outgoing as a political candidate on upper . ,The young lady be not outgo . ,The young lady be very outgoing . ,1,X1810
The gym teacher be as athletic as an arthritic tree sloth . ,The gym teacher be not athletic . ,The gym teacher be very athletic . ,0,X1811
The gym teacher be as athletic as an Olympic marathon runner . ,The gym teacher be not athletic . ,The gym teacher be very athletic . ,1,X1811
The community be as safe as Mr. Roger neighborhood . ,The community be very safe . ,The community be very dangerous . ,0,X1812
The community be as safe as the south side of Chicago on a Saturday night . ,The community be very safe . ,The community be very dangerous . ,1,X1812
The water be a mirror ,The water be smooth ,The water be choppy ,0,X1813
The water be a cauldron ,The water be smooth ,The water be choppy ,1,X1813
He be the road Charon ,He ferry people back and forth across the road ,He halt traffic on the road ,0,X1814
He be the road Moses ,He ferry people back and forth across the road ,He halt traffic on the road ,1,X1814
I have the face of a movie star ,My face be attractive ,My face be not so attractive ,0,X1815
I have the face of a radio DJ ,My face be attractive ,My face be not so attractive ,1,X1815
Sometimes ideas flow like a raging river ,Sometimes ideas come easy ,Sometimes idea do not come at all ,0,X1816
Sometimes ideas flow like a stagnant pool ,Sometimes ideas come easy ,Sometimes idea do not come at all ,1,X1816
That flower smell like a burning tire ,That flower smell very bad ,That flower smell really good ,0,X1817
That flower smell like a home cook meal ,That flower smell very bad ,That flower smell really good ,1,X1817
The signal be as obvious as a bedbug ,The signal be not obvious ,The signal be obvious ,0,X1818
The signal be as obvious as a jumbo jet ,The signal be not obvious ,The signal be obvious ,1,X1818
He have the face of cartoon villain ,He have an ugly face ,He have a handsome face ,0,X1819
He have the face of a movie star ,He have an ugly face ,He have a handsome face ,1,X1819
The cat nail be as long as the Amazon River ,The cat nail be long ,The cat nail be really short ,0,X1820
The cat nail be as long as a grain of rice ,The cat nail be long ,The cat nail be really short ,1,X1820
The cake be as moist as the ocean ,The cake be really moist ,The cake be really dry ,0,X1821
The cake be as moist as the desert ,The cake be really moist ,The cake be really dry ,1,X1821
Her touch be colder than jack frost . ,her touch be emotionless . ,her touch be excite . ,0,X1822
Her touch be electric . ,her touch be emotionless . ,her touch be excite . ,1,X1822
Her singing voice be like nail on a chalkboard . ,She sing badly . ,She sing well . ,0,X1823
Her singing voice be like a heavenly choir . ,She sing badly . ,She sing well . ,1,X1823
Those jean make him look like a rock star . ,The jean look good on him . ,The jean look bad on him . ,0,X1824
Those jean make him look like a hillbilly . ,The jean look good on him . ,The jean look bad on him . ,1,X1824
The castle wall be like A turtle shell ,The castle wall be strong ,The castle wall be weak ,0,X1825
The castle wall be like An open wound ,The castle wall be strong ,The castle wall be weak ,1,X1825
The plane ride felt like we be on A magic carpet ,The plane ride be peaceful ,The plane ride be scary ,0,X1826
The plane ride felt like we be on A wild turkey ,The plane ride be peaceful ,The plane ride be scary ,1,X1826
The sleeping bag be like A kangaroo pouch ,The sleeping bag be comfortable ,The sleeping bag be uncomfortable ,0,X1827
The sleeping bag be like A scabbard ,The sleeping bag be comfortable ,The sleeping bag be uncomfortable ,1,X1827
The Earth society be a melting pot ,Earth society be fluid and easily intermix ,Earth divide into isolated culture and sub culture ,0,X1828
The Earth society be a segmented zoo ,Earth society be fluid and easily intermix ,Earth divide into isolated culture and sub culture ,1,X1828
His lovely voice be an opera ,His lovely voice can create mind blow form of artistic expression ,His sultry voice can cause an individual to lose their compass ,0,X1829
His lovely voice be a lie ,His lovely voice can create mind blow form of artistic expression ,His sultry voice can cause an individual to lose their compass ,1,X1829
Social medium be a stage ,Social medium can open many door of influence and prosperity ,Social medium can trap an individual and control their livelihood ,0,X1830
Social medium be a prison ,Social medium can open many door of influence and prosperity ,Social medium can trap an individual and control their livelihood ,1,X1830
The wizard touch felt like ice ,The wizard touch felt bad ,The wizard touch felt good ,0,X1831
The wizard touch felt like magic ,The wizard touch felt bad ,The wizard touch felt good ,1,X1831
The next city be as far as your next door neighbor ,The next city be not far ,The next city be far ,0,X1832
The next city be as far as the moon ,The next city be not far ,The next city be far ,1,X1832
The jean be as tight as a second skin ,The jean be tight ,The jean be not tight ,0,X1833
The jean be as tight as a burlap sack ,The jean be tight ,The jean be not tight ,1,X1833
Her touch be as cold as ice ,she be heartless ,she be warm ,0,X1834
Her touch be as cold as a stove on high ,she be heartless ,she be warm ,1,X1834
The duck be as happy as a kid in a new toy store ,it be joyful ,it be sad ,0,X1835
The duck be as happy as a dog that lose his owner ,it be joyful ,it be sad ,1,X1835
The dog be a porcupine . ,The dog be not soft . ,The dog be fluffy and soft . ,0,X1836
The dog be a bunny . ,The dog be not soft . ,The dog be fluffy and soft . ,1,X1836
The dancer have the depth of a puddle . ,The dancer be superficial . ,The dancer be profound . ,0,X1837
The dancer have the depth of the Mariana Trench . ,The dancer be superficial . ,The dancer be profound . ,1,X1837
The oncologist be a lumberjack . ,The oncologist be clumsy . ,The oncologist be careful . ,0,X1838
The oncologist be a ballerina . ,The oncologist be clumsy . ,The oncologist be careful . ,1,X1838
Touching the fabric remind her of Skin after a fresh shower ,The fabric be soft ,The fabric texture be rough ,0,X1839
Touching the fabric remind her of Dragging your hand across concrete ,The fabric be soft ,The fabric texture be rough ,1,X1839
The car in the parking lot be as far as Walking from 1st Street to 100th Street . ,The car be far away ,The car be close ,0,X1840
The car in the parking lot be as far as Walking from 1st Street to 2nd Street ,The car be far away ,The car be close ,1,X1840
The jean fit the lady like Feathers lay down on a duck back ,The jean fit close tight ,The jean fit loose ,0,X1841
The jean fit the lady like Ruffled feather on a chicken ,The jean fit close tight ,The jean fit loose ,1,X1841
He be sharp as a tack ,He smart ,He not to bright ,0,X1842
He be sharp as a butter knife ,He smart ,He not to bright ,1,X1842
She sing like a nightingale ,She sing beautifully ,She sing horribly ,0,X1843
She sing like an angry crow ,She sing beautifully ,She sing horribly ,1,X1843
The party be as wild as a barrel of bonobo monkey ,The party be loud and uninhibited ,The party be sedate . ,0,X1844
The party be as wild as a Trappist Monk tea service ,The party be loud and uninhibited ,The party be sedate . ,1,X1844
